epoch,SROCC,PLCC,KROCC,RMSE
1,0.7432731155718829,0.7007430749956829,0.5567765567765569,20.070207458514957
epoch,SROCC,PLCC,KROCC,RMSE
2,0.7492545163321088,0.7651273799350027,0.5515436944008374,11.520592191151476
epoch,SROCC,PLCC,KROCC,RMSE
3,0.8803002653619043,0.8980325594648575,0.7067503924646783,6.7747467792984875
epoch,SROCC,PLCC,KROCC,RMSE
4,0.8970762377578912,0.9008693278317238,0.7248560962846679,8.29038947781425
epoch,SROCC,PLCC,KROCC,RMSE
5,0.897383834439672,0.9043694696168678,0.723286237571952,12.254758255299754
epoch,SROCC,PLCC,KROCC,RMSE
6,0.9024759142235576,0.9124426878817307,0.734275248560963,8.087257491012728
epoch,SROCC,PLCC,KROCC,RMSE
7,0.9124720094988407,0.9089876249936573,0.7421245421245423,10.405781279374485
epoch,SROCC,PLCC,KROCC,RMSE
8,0.92059861820558,0.9135870637205841,0.756253270538985,12.671101712386452
epoch,SROCC,PLCC,KROCC,RMSE
9,0.9236713974930074,0.9230853344905272,0.7626373626373628,9.872738139003237
epoch,SROCC,PLCC,KROCC,RMSE
10,0.9211197794228977,0.9233199949890584,0.7559392987964418,5.88789571295362
epoch,SROCC,PLCC,KROCC,RMSE
11,0.9226689191881361,0.9318072185181372,0.760544217687075,5.562019348555276
epoch,SROCC,PLCC,KROCC,RMSE
12,0.9249368470543236,0.9346436147839181,0.7646258503401362,6.4774293817342965
epoch,SROCC,PLCC,KROCC,RMSE
13,0.921519814485732,0.9326789626417157,0.7592883307169023,5.780960907214103
epoch,SROCC,PLCC,KROCC,RMSE
14,0.9239821817051695,0.9341196431852654,0.7621140763997908,5.518739946435281
epoch,SROCC,PLCC,KROCC,RMSE
15,0.9223708850974985,0.9336799274806684,0.7588697017268448,5.3568916096486685
epoch,SROCC,PLCC,KROCC,RMSE
16,0.9230530165990646,0.9332021087953639,0.7603349031920462,5.5721165293662915
epoch,SROCC,PLCC,KROCC,RMSE
17,0.9216122528667853,0.933500053274238,0.7590790162218736,5.651775441340335
epoch,SROCC,PLCC,KROCC,RMSE
18,0.9254835085146906,0.9329906471881693,0.7635792778649922,5.771512755712674
epoch,SROCC,PLCC,KROCC,RMSE
19,0.925778355074947,0.9356055801198049,0.7656724228152801,5.295668060769558
epoch,SROCC,PLCC,KROCC,RMSE
20,0.9247041573364997,0.9363285468443512,0.7644165358451074,5.283694667590856
epoch,SROCC,PLCC,KROCC,RMSE
21,0.9281546589740934,0.9364216792710714,0.7690214547357406,5.34770057120089
epoch,SROCC,PLCC,KROCC,RMSE
22,0.925909043820574,0.9371901182977318,0.764311878597593,5.144036308331227
epoch,SROCC,PLCC,KROCC,RMSE
23,0.934340061678713,0.9417207364723967,0.7817896389324963,5.229456868067597
epoch,SROCC,PLCC,KROCC,RMSE
24,0.9294774840822703,0.9375232639269193,0.7729984301412874,5.217238238099545
epoch,SROCC,PLCC,KROCC,RMSE
25,0.9211914988564736,0.9314740720487568,0.7572998430141289,5.406064774891648
epoch,SROCC,PLCC,KROCC,RMSE
26,0.929002542055479,0.9357617203290548,0.7726844583987442,5.366915861381613
epoch,SROCC,PLCC,KROCC,RMSE
27,0.9195403581190384,0.9301644466369383,0.7537414965986396,5.48456349543288
epoch,SROCC,PLCC,KROCC,RMSE
28,0.9280207826980852,0.9362302736403023,0.7690214547357406,5.354253143710543
epoch,SROCC,PLCC,KROCC,RMSE
29,0.925654041390082,0.9358576690819556,0.7656724228152801,5.360556842190474
epoch,SROCC,PLCC,KROCC,RMSE
30,0.9280893146012799,0.9375210510739604,0.7687074829931974,5.265987683847546
epoch,SROCC,PLCC,KROCC,RMSE
31,0.9346460645953032,0.9386677083492057,0.7814756671899531,5.455181762929214
epoch,SROCC,PLCC,KROCC,RMSE
32,0.9237797735259664,0.9342964137551216,0.7622187336473052,5.584993813438619
epoch,SROCC,PLCC,KROCC,RMSE
33,0.9270453984014536,0.9373238306796634,0.7651491365777081,5.257593605447658
epoch,SROCC,PLCC,KROCC,RMSE
34,0.9348883169042707,0.9418359415701749,0.7789638932496077,5.101785235457693
epoch,SROCC,PLCC,KROCC,RMSE
35,0.9297962371203852,0.9385933371128872,0.769126111983255,5.201678787655327
epoch,SROCC,PLCC,KROCC,RMSE
36,0.9274789025332898,0.9384288659549818,0.7674515960230247,5.20785852781587
epoch,SROCC,PLCC,KROCC,RMSE
37,0.9315828478990191,0.9405601557705783,0.7762428048142335,5.399377230723969
epoch,SROCC,PLCC,KROCC,RMSE
38,0.9354556973121152,0.944063611080024,0.7837781266352696,5.191112813515843
epoch,SROCC,PLCC,KROCC,RMSE
39,0.9280303452892286,0.9390229937729456,0.7672422815279959,5.308164847406337
epoch,SROCC,PLCC,KROCC,RMSE
40,0.9283857549267268,0.9371313840793372,0.7686028257456831,5.395489579763512
epoch,SROCC,PLCC,KROCC,RMSE
41,0.929130043270725,0.937571874506365,0.7694400837257981,5.366294172147442
epoch,SROCC,PLCC,KROCC,RMSE
42,0.9292352317733029,0.9376827090733304,0.7684981684981687,5.521015119174346
epoch,SROCC,PLCC,KROCC,RMSE
43,0.9273976205085707,0.9372417009855083,0.7663003663003665,5.238047077307818
epoch,SROCC,PLCC,KROCC,RMSE
44,0.929601797767135,0.9380032509381067,0.7706959706959708,5.253584787217013
epoch,SROCC,PLCC,KROCC,RMSE
45,0.9298137685374815,0.9385592187894596,0.7711145996860284,5.274861299063111
epoch,SROCC,PLCC,KROCC,RMSE
46,0.9292097315302537,0.9381078124317972,0.7686028257456831,5.2543101203786335
